"a_number","b_number","duration","calleeCarrier","weight","startTime","callDay","startDate"
"089-1000020","089-1000046","92","unknown","92.0","3456.0","Friday","20150929"
"089-1000020","089-1000005","374","AIS","374.0","225352.0","Monday","20150904"
"089-1000020","089-1000061","81","unknown","81.0","81014.0","Friday","20150929"
"089-1000020","089-1000058","395","unknown","395.0","34354.0","Friday","20150901"
"089-1000020","089-1000093","386","unknown","1586.0","94333.0","Friday","20150922"
"089-1000020","089-1000075","340","unknown","2020.0","135343.0","Thursday","20150907"
"089-1000020","089-1000048","103","unknown","103.0","113853.0","Friday","20150922"
"089-1000020","089-1000073","176","unknown","176.0","94045.0","Thursday","20150914"
"089-1000020","089-1000082","290","unknown","290.0","24226.0","Friday","20150901"
"089-1000020","089-1000065","502","unknown","502.0","91050.0","Friday","20150929"
"089-1000020","089-1000096","329","unknown","329.0","131837.0","Saturday","20150916"
"089-1000020","089-1000091","564","unknown","564.0","211211.0","Saturday","20150923"
"089-1000020","089-1000023","565","unknown","565.0","72552.0","Monday","20150911"
"089-1000020","089-1000095","476","unknown","476.0","41342.0","Wednesday","20150920"
"089-1000020","089-1000065","330","unknown","330.0","164616.0","Wednesday","20150920"
"089-1000020","089-1000056","333","unknown","333.0","204615.0","Friday","20150915"
"089-1000020","089-1000028","301","unknown","301.0","82214.0","Saturday","20150909"
"089-1000020","089-1000057","570","unknown","570.0","122654.0","Wednesday","20150927"
"089-1000020","089-1000075","34","unknown","34.0","45315.0","Thursday","20150928"
"089-1000020","089-1000093","300","unknown","300.0","112054.0","Friday","20150915"
"089-1000020","089-1000084","157","unknown","157.0","155417.0","Wednesday","20150920"
"089-1000020","089-1000002","595","AIS","1555.0","133355.0","Wednesday","20150913"
"089-1000020","089-1000097","136","unknown","136.0","113344.0","Friday","20150915"
"089-1000020","089-1000075","325","unknown","325.0","172658.0","Wednesday","20150913"
"089-1000020","089-1000002","213","AIS","213.0","3547.0","Wednesday","20150927"
"089-1000020","089-1000081","382","unknown","382.0","154940.0","Wednesday","20150927"
"089-1000010","089-1000009","175","AIS","175.0","103154.0","Monday","20150904"
"089-1000010","089-1000097","163","unknown","163.0","63317.0","Thursday","20150914"
"089-1000010","089-1000030","222","unknown","222.0","223134.0","Tuesday","20150905"
"089-1000010","089-1000019","543","AIS","1503.0","42335.0","Friday","20150908"
"089-1000010","089-1000062","31","unknown","31.0","4424.0","Saturday","20150916"
"089-1000010","089-1000014","125","AIS","125.0","182717.0","Tuesday","20150912"
"089-1000010","089-1000047","160","unknown","160.0","195518.0","Thursday","20150907"
"089-1000010","089-1000019","201","AIS","201.0","153957.0","Saturday","20150902"
"089-1000010","089-1000032","394","unknown","394.0","85157.0","Monday","20150925"
"089-1000010","089-1000025","432","unknown","1632.0","25946.0","Thursday","20150921"
"089-1000010","089-1000079","569","unknown","569.0","155322.0","Monday","20150925"
"089-1000010","089-1000037","542","unknown","542.0","44730.0","Monday","20150918"
"089-1000010","089-1000045","216","unknown","216.0","74513.0","Monday","20150904"
"089-1000010","089-1000027","600","unknown","2040.0","43445.0","Wednesday","20150913"
"089-1000010","089-1000012","232","AIS","232.0","3748.0","Wednesday","20150920"
"089-1000010","089-1000024","119","unknown","119.0","223828.0","Wednesday","20150913"
"089-1000010","089-1000018","218","AIS","218.0","124914.0","Tuesday","20150905"
"089-1000010","089-1000070","427","unknown","427.0","101954.0","Saturday","20150930"
"089-1000010","089-1000054","457","unknown","457.0","124812.0","Wednesday","20150913"
"089-1000010","089-1000029","376","unknown","376.0","25457.0","Wednesday","20150906"
"089-1000010","089-1000098","460","unknown","460.0","185645.0","Thursday","20150914"
"089-1000010","089-1000005","233","AIS","233.0","151016.0","Saturday","20150930"
"089-1000010","089-1000017","422","AIS","422.0","51414.0","Monday","20150918"
"089-1000010","089-1000073","212","unknown","212.0","45217.0","Friday","20150915"
"089-1000010","089-1000061","500","unknown","500.0","11942.0","Monday","20150904"
"089-1000010","089-1000092","421","unknown","421.0","1734.0","Tuesday","20150912"
"089-1000010","089-1000016","309","AIS","309.0","221359.0","Friday","20150922"
"089-1000010","089-1000057","228","unknown","228.0","135859.0","Monday","20150911"
"089-1000010","089-1000049","262","unknown","262.0","51029.0","Monday","20150904"
"089-1000010","089-1000004","426","AIS","426.0","84625.0","Friday","20150901"
"089-1000010","089-1000006","456","AIS","456.0","65134.0","Wednesday","20150920"
"089-1000010","089-1000027","322","unknown","322.0","122518.0","Thursday","20150914"
"089-1000010","089-1000040","110","unknown","110.0","64644.0","Wednesday","20150927"
"089-1000010","089-1000089","286","unknown","2446.0","124837.0","Thursday","20150928"
"089-1000010","089-1000025","255","unknown","255.0","212630.0","Monday","20150925"
"089-1000010","089-1000085","51","unknown","51.0","72655.0","Friday","20150922"
"089-1000010","089-1000089","518","unknown","518.0","21818.0","Wednesday","20150913"
"089-1000010","089-1000046","19","unknown","19.0","123129.0","Thursday","20150914"
"089-1000010","089-1000033","505","unknown","505.0","72126.0","Tuesday","20150912"
"089-1000019","089-1000089","552","unknown","552.0","54427.0","Friday","20150901"
"089-1000019","089-1000028","498","unknown","1218.0","21048.0","Saturday","20150916"
"089-1000019","089-1000012","55","AIS","55.0","114925.0","Friday","20150922"
"089-1000019","089-1000096","483","unknown","483.0","144210.0","Saturday","20150902"
"089-1000019","089-1000031","255","unknown","255.0","162516.0","Wednesday","20150906"
"089-1000019","089-1000055","82","unknown","82.0","41938.0","Friday","20150922"
"089-1000019","089-1000016","20","AIS","1460.0","71646.0","Friday","20150922"
"089-1000019","089-1000074","520","unknown","520.0","34632.0","Wednesday","20150920"
"089-1000019","089-1000015","85","AIS","85.0","152334.0","Wednesday","20150913"
"089-1000019","089-1000069","554","unknown","554.0","202328.0","Saturday","20150909"
"089-1000019","089-1000053","91","unknown","1291.0","145331.0","Thursday","20150907"
"089-1000019","089-1000090","129","unknown","129.0","105454.0","Saturday","20150916"
"089-1000019","089-1000081","333","unknown","2493.0","45619.0","Friday","20150901"
"089-1000019","089-1000001","364","AIS","364.0","121640.0","Thursday","20150914"
"089-1000019","089-1000053","242","unknown","242.0","81046.0","Saturday","20150909"
"089-1000019","089-1000023","239","unknown","239.0","125814.0","Monday","20150904"
"089-1000019","089-1000066","185","unknown","185.0","205840.0","Wednesday","20150927"
"089-1000019","089-1000014","444","AIS","444.0","52641.0","Saturday","20150902"
"089-1000019","089-1000060","48","unknown","48.0","101953.0","Thursday","20150914"
"089-1000019","089-1000075","41","unknown","521.0","44534.0","Friday","20150908"
"089-1000019","089-1000071","250","unknown","250.0","104242.0","Wednesday","20150906"
"089-1000019","089-1000028","126","unknown","126.0","185116.0","Tuesday","20150919"
"089-1000019","089-1000027","310","unknown","310.0","151643.0","Thursday","20150907"
"089-1000019","089-1000081","485","unknown","485.0","25832.0","Tuesday","20150926"
"089-1000019","089-1000006","23","AIS","23.0","24311.0","Thursday","20150921"
"089-1000019","089-1000068","341","unknown","341.0","163644.0","Wednesday","20150927"
"089-1000019","089-1000016","320","AIS","320.0","65253.0","Wednesday","20150906"
"089-1000019","089-1000082","420","unknown","420.0","55320.0","Saturday","20150923"
"089-1000019","089-1000075","120","unknown","120.0","11918.0","Wednesday","20150927"
"089-1000013","089-1000081","365","unknown","845.0","201213.0","Wednesday","20150927"
"089-1000013","089-1000070","456","unknown","456.0","32056.0","Thursday","20150907"
"089-1000013","089-1000083","407","unknown","407.0","184534.0","Friday","20150901"
"089-1000013","089-1000026","276","unknown","756.0","95841.0","Friday","20150929"
"089-1000013","089-1000018","574","AIS","574.0","41620.0","Friday","20150915"
"089-1000013","089-1000029","53","unknown","53.0","222223.0","Tuesday","20150919"
"089-1000013","089-1000075","217","unknown","217.0","151859.0","Thursday","20150914"
"089-1000013","089-1000064","97","unknown","97.0","225410.0","Thursday","20150928"
"089-1000013","089-1000049","127","unknown","127.0","103810.0","Tuesday","20150912"
"089-1000013","089-1000052","416","unknown","416.0","61213.0","Tuesday","20150919"
"089-1000013","089-1000014","387","AIS","387.0","225859.0","Tuesday","20150912"
"089-1000013","089-1000053","205","unknown","205.0","174138.0","Thursday","20150928"
"089-1000013","089-1000047","485","unknown","485.0","65458.0","Friday","20150915"
"089-1000013","089-1000051","200","unknown","200.0","33959.0","Monday","20150904"
"089-1000013","089-1000081","103","unknown","103.0","233153.0","Saturday","20150916"
"089-1000013","089-1000036","484","unknown","484.0","33352.0","Saturday","20150909"
"089-1000013","089-1000086","451","unknown","451.0","232057.0","Thursday","20150921"
"089-1000013","089-1000027","320","unknown","320.0","82237.0","Monday","20150918"
"089-1000013","089-1000043","133","unknown","1093.0","3525.0","Thursday","20150907"
"089-1000013","089-1000065","230","unknown","230.0","121113.0","Friday","20150908"
"089-1000013","089-1000026","71","unknown","71.0","181135.0","Monday","20150918"
"089-1000013","089-1000025","280","unknown","280.0","131341.0","Saturday","20150909"
"089-1000013","089-1000010","182","AIS","182.0","232225.0","Tuesday","20150919"
"089-1000013","089-1000079","389","unknown","389.0","224650.0","Monday","20150925"
"089-1000013","089-1000038","413","unknown","413.0","1027.0","Friday","20150901"
"089-1000013","089-1000037","207","unknown","207.0","192834.0","Saturday","20150909"
"089-1000013","089-1000078","374","unknown","374.0","182925.0","Saturday","20150902"
"089-1000013","089-1000015","373","AIS","373.0","225632.0","Friday","20150901"
"089-1000013","089-1000056","275","unknown","275.0","51735.0","Wednesday","20150913"
"089-1000013","089-1000093","271","unknown","271.0","1410.0","Monday","20150918"
"089-1000013","089-1000050","334","unknown","334.0","41835.0","Saturday","20150923"
"089-1000013","089-1000043","234","unknown","234.0","31655.0","Wednesday","20150906"
"089-1000013","089-1000084","563","unknown","563.0","2317.0","Thursday","20150928"
"089-1000013","089-1000067","10","unknown","10.0","184433.0","Monday","20150911"
"089-1000013","089-1000034","367","unknown","367.0","135119.0","Saturday","20150902"
"089-1000018","089-1000066","439","unknown","439.0","205435.0","Wednesday","20150913"
"089-1000018","089-1000075","221","unknown","1661.0","211333.0","Monday","20150925"
"089-1000018","089-1000028","352","unknown","352.0","32049.0","Saturday","20150909"
"089-1000018","089-1000057","338","unknown","818.0","182242.0","Tuesday","20150919"
"089-1000018","089-1000091","69","unknown","69.0","51614.0","Thursday","20150914"
"089-1000018","089-1000096","219","unknown","219.0","24433.0","Wednesday","20150906"
"089-1000018","089-1000093","238","unknown","238.0","172517.0","Friday","20150908"
"089-1000018","089-1000089","348","unknown","348.0","192419.0","Wednesday","20150927"
"089-1000018","089-1000076","558","unknown","558.0","174322.0","Saturday","20150916"
"089-1000018","089-1000051","163","unknown","163.0","171410.0","Saturday","20150923"
"089-1000018","089-1000042","523","unknown","523.0","172241.0","Monday","20150918"
"089-1000018","089-1000048","286","unknown","286.0","225629.0","Monday","20150904"
"089-1000018","089-1000060","596","unknown","596.0","22934.0","Saturday","20150909"
"089-1000018","089-1000015","549","AIS","1029.0","65552.0","Tuesday","20150905"
"089-1000018","089-1000015","90","AIS","90.0","143948.0","Friday","20150929"
"089-1000018","089-1000036","580","unknown","580.0","222053.0","Saturday","20150916"
"089-1000018","089-1000065","130","unknown","130.0","3512.0","Monday","20150918"
"089-1000018","089-1000047","263","unknown","263.0","64953.0","Monday","20150925"
"089-1000018","089-1000005","573","AIS","573.0","212442.0","Monday","20150911"
"089-1000018","089-1000075","302","unknown","302.0","173753.0","Wednesday","20150920"
"089-1000018","089-1000002","567","AIS","567.0","94617.0","Tuesday","20150926"
"089-1000018","089-1000080","197","unknown","197.0","94324.0","Monday","20150904"
"089-1000018","089-1000021","394","unknown","394.0","25050.0","Wednesday","20150920"
"089-1000018","089-1000059","167","unknown","167.0","61310.0","Monday","20150904"
"089-1000018","089-1000003","199","AIS","2599.0","204656.0","Wednesday","20150927"
"089-1000018","089-1000039","156","unknown","156.0","102937.0","Tuesday","20150926"
"089-1000018","089-1000027","342","unknown","2742.0","204538.0","Friday","20150922"
"089-1000018","089-1000056","365","unknown","365.0","221731.0","Wednesday","20150906"
"089-1000018","089-1000083","345","unknown","345.0","105257.0","Monday","20150904"
"089-1000018","089-1000054","422","unknown","422.0","162446.0","Tuesday","20150926"
"089-1000018","089-1000072","511","unknown","511.0","183623.0","Tuesday","20150919"
"089-1000018","089-1000057","75","unknown","75.0","31433.0","Wednesday","20150906"
"089-1000018","089-1000081","20","unknown","20.0","153949.0","Tuesday","20150905"
"089-1000018","089-1000070","465","unknown","465.0","31848.0","Monday","20150925"
"089-1000018","089-1000064","187","unknown","187.0","53210.0","Saturday","20150916"
"089-1000018","089-1000033","393","unknown","393.0","112911.0","Wednesday","20150906"
"089-1000018","089-1000006","154","AIS","154.0","184923.0","Wednesday","20150920"
"089-1000018","089-1000031","208","unknown","208.0","151021.0","Wednesday","20150906"
"089-1000018","089-1000027","545","unknown","545.0","114418.0","Friday","20150922"
"089-1000018","089-1000003","567","AIS","567.0","212939.0","Thursday","20150921"
"089-1000018","089-1000097","344","unknown","344.0","212715.0","Tuesday","20150905"
"089-1000018","089-1000014","73","AIS","73.0","104031.0","Saturday","20150909"
"089-1000018","089-1000079","324","unknown","324.0","203257.0","Wednesday","20150913"
"089-1000014","089-1000027","583","unknown","583.0","1026.0","Thursday","20150907"
"089-1000014","089-1000068","270","unknown","2190.0","211842.0","Saturday","20150930"
"089-1000014","089-1000083","511","unknown","751.0","204125.0","Wednesday","20150913"
"089-1000014","089-1000049","286","unknown","4126.0","54417.0","Wednesday","20150927"
"089-1000014","089-1000067","119","unknown","119.0","211955.0","Monday","20150918"
"089-1000014","089-1000038","78","unknown","78.0","111037.0","Thursday","20150928"
"089-1000014","089-1000048","214","unknown","214.0","43235.0","Saturday","20150909"
"089-1000014","089-1000032","63","unknown","63.0","224019.0","Monday","20150918"
"089-1000014","089-1000072","110","unknown","110.0","185634.0","Friday","20150929"
"089-1000014","089-1000086","327","unknown","327.0","232422.0","Tuesday","20150905"
"089-1000014","089-1000049","403","unknown","403.0","71953.0","Friday","20150908"
"089-1000014","089-1000063","508","unknown","2908.0","21418.0","Friday","20150922"
"089-1000014","089-1000090","547","unknown","1747.0","234714.0","Saturday","20150923"
"089-1000014","089-1000007","75","AIS","75.0","2035.0","Tuesday","20150926"
"089-1000014","089-1000088","563","unknown","563.0","195623.0","Thursday","20150907"
"089-1000014","089-1000044","119","unknown","119.0","82515.0","Saturday","20150930"
"089-1000014","089-1000081","315","unknown","315.0","31546.0","Saturday","20150916"
"089-1000014","089-1000040","431","unknown","431.0","235423.0","Friday","20150929"
"089-1000014","089-1000010","554","AIS","554.0","221239.0","Thursday","20150921"
"089-1000014","089-1000074","326","unknown","1046.0","162013.0","Monday","20150904"
"089-1000014","089-1000056","465","unknown","465.0","134847.0","Thursday","20150921"
"089-1000014","089-1000095","309","unknown","1269.0","53122.0","Friday","20150929"
"089-1000014","089-1000008","534","AIS","534.0","1823.0","Thursday","20150928"
"089-1000014","089-1000009","436","AIS","436.0","1855.0","Wednesday","20150906"
"089-1000014","089-1000068","433","unknown","433.0","33028.0","Saturday","20150909"
"089-1000014","089-1000035","58","unknown","58.0","101929.0","Thursday","20150928"
"089-1000014","089-1000023","425","unknown","425.0","42057.0","Monday","20150904"
"089-1000014","089-1000002","51","AIS","1011.0","15025.0","Thursday","20150907"
"089-1000014","089-1000063","589","unknown","589.0","14023.0","Friday","20150922"
"089-1000014","089-1000095","236","unknown","236.0","22659.0","Friday","20150929"
"089-1000014","089-1000074","130","unknown","130.0","151724.0","Saturday","20150902"
"089-1000014","089-1000050","268","unknown","268.0","104834.0","Thursday","20150907"
"089-1000014","089-1000002","208","AIS","208.0","194950.0","Tuesday","20150919"
"089-1000014","089-1000083","16","unknown","16.0","122359.0","Saturday","20150930"
"089-1000014","089-1000096","224","unknown","224.0","131648.0","Monday","20150904"
"089-1000014","089-1000011","153","AIS","153.0","64236.0","Saturday","20150909"
"089-1000014","089-1000024","76","unknown","76.0","63441.0","Tuesday","20150912"
"089-1000014","089-1000057","364","unknown","364.0","213327.0","Friday","20150915"
"089-1000014","089-1000049","501","unknown","501.0","13232.0","Wednesday","20150920"
"089-1000014","089-1000090","250","unknown","250.0","53632.0","Monday","20150911"
"089-1000014","089-1000012","445","AIS","445.0","174253.0","Tuesday","20150919"
"089-1000014","089-1000055","132","unknown","132.0","173921.0","Thursday","20150907"
"089-1000001","089-1000030","258","unknown","258.0","11634.0","Monday","20150911"
"089-1000001","089-1000047","182","unknown","182.0","111347.0","Tuesday","20150926"
"089-1000001","089-1000013","197","AIS","1157.0","22429.0","Monday","20150911"
"089-1000001","089-1000027","219","unknown","219.0","44737.0","Wednesday","20150906"
"089-1000001","089-1000087","255","unknown","255.0","204413.0","Tuesday","20150912"
"089-1000001","089-1000088","82","unknown","1522.0","213918.0","Saturday","20150916"
"089-1000001","089-1000017","380","AIS","380.0","175220.0","Friday","20150922"
"089-1000001","089-1000042","538","unknown","538.0","22527.0","Friday","20150908"
"089-1000001","089-1000088","329","unknown","329.0","184936.0","Saturday","20150909"
"089-1000001","089-1000085","528","unknown","528.0","183233.0","Saturday","20150923"
"089-1000001","089-1000010","545","AIS","545.0","85118.0","Tuesday","20150919"
"089-1000001","089-1000068","291","unknown","771.0","225254.0","Friday","20150908"
"089-1000001","089-1000054","376","unknown","2296.0","104345.0","Monday","20150918"
"089-1000001","089-1000032","375","unknown","375.0","4029.0","Tuesday","20150912"
"089-1000001","089-1000023","449","unknown","449.0","194739.0","Thursday","20150907"
"089-1000001","089-1000068","79","unknown","79.0","191354.0","Monday","20150918"
"089-1000001","089-1000096","270","unknown","1470.0","165121.0","Saturday","20150923"
"089-1000001","089-1000053","268","unknown","1228.0","14837.0","Friday","20150929"
"089-1000001","089-1000013","221","AIS","221.0","141037.0","Thursday","20150907"
"089-1000001","089-1000096","288","unknown","288.0","85122.0","Tuesday","20150912"
"089-1000001","089-1000051","138","unknown","1818.0","93856.0","Monday","20150925"
"089-1000001","089-1000014","449","AIS","449.0","131056.0","Saturday","20150923"
"089-1000001","089-1000077","136","unknown","1336.0","84451.0","Thursday","20150907"
"089-1000001","089-1000025","549","unknown","549.0","204622.0","Friday","20150901"
"089-1000001","089-1000031","174","unknown","174.0","214436.0","Thursday","20150914"
"089-1000001","089-1000066","489","unknown","489.0","85920.0","Tuesday","20150905"
"089-1000001","089-1000048","245","unknown","245.0","53723.0","Wednesday","20150906"
"089-1000001","089-1000003","304","AIS","2464.0","81510.0","Wednesday","20150927"
"089-1000001","089-1000037","73","unknown","73.0","221727.0","Monday","20150904"
"089-1000001","089-1000082","587","unknown","587.0","44318.0","Monday","20150918"
"089-1000001","089-1000056","103","unknown","103.0","121320.0","Monday","20150925"
"089-1000001","089-1000077","198","unknown","198.0","203955.0","Saturday","20150923"
"089-1000001","089-1000090","55","unknown","2455.0","224930.0","Saturday","20150909"
"089-1000001","089-1000051","377","unknown","377.0","211125.0","Wednesday","20150906"
"089-1000001","089-1000053","193","unknown","193.0","224126.0","Thursday","20150928"
"089-1000001","089-1000038","444","unknown","444.0","101223.0","Friday","20150901"
"089-1000001","089-1000090","592","unknown","592.0","32129.0","Tuesday","20150912"
"089-1000001","089-1000054","455","unknown","455.0","14251.0","Thursday","20150921"
"089-1000001","089-1000049","118","unknown","118.0","192524.0","Tuesday","20150919"
"089-1000001","089-1000099","105","unknown","105.0","185545.0","Saturday","20150930"
"089-1000001","089-1000097","492","unknown","492.0","64955.0","Friday","20150915"
"089-1000001","089-1000067","41","unknown","41.0","164328.0","Tuesday","20150919"
"089-1000001","089-1000077","31","unknown","31.0","184747.0","Monday","20150911"
"089-1000001","089-1000003","529","AIS","529.0","221345.0","Tuesday","20150919"
"089-1000017","089-1000003","497","AIS","497.0","25455.0","Saturday","20150902"
"089-1000017","089-1000048","352","unknown","2752.0","111845.0","Friday","20150929"
"089-1000017","089-1000030","315","unknown","315.0","64241.0","Saturday","20150909"
"089-1000017","089-1000099","306","unknown","306.0","45623.0","Wednesday","20150927"
"089-1000017","089-1000006","104","AIS","2264.0","182334.0","Wednesday","20150913"
"089-1000017","089-1000073","462","unknown","462.0","75821.0","Wednesday","20150913"
"089-1000017","089-1000086","493","unknown","733.0","105855.0","Monday","20150911"
"089-1000017","089-1000096","583","unknown","2023.0","141218.0","Wednesday","20150906"
"089-1000017","089-1000027","254","unknown","254.0","162050.0","Monday","20150925"
"089-1000017","089-1000052","320","unknown","320.0","145237.0","Thursday","20150914"
"089-1000017","089-1000061","386","unknown","2066.0","51643.0","Friday","20150901"
"089-1000017","089-1000084","83","unknown","1043.0","113139.0","Tuesday","20150919"
"089-1000017","089-1000082","485","unknown","485.0","81154.0","Thursday","20150928"
"089-1000017","089-1000048","591","unknown","591.0","14710.0","Wednesday","20150927"
"089-1000017","089-1000084","239","unknown","239.0","133847.0","Wednesday","20150913"
"089-1000017","089-1000006","206","AIS","206.0","174644.0","Saturday","20150902"
"089-1000017","089-1000072","392","unknown","2552.0","124748.0","Tuesday","20150905"
"089-1000017","089-1000015","197","AIS","2357.0","155457.0","Wednesday","20150927"
"089-1000017","089-1000086","14","unknown","14.0","115741.0","Friday","20150915"
"089-1000017","089-1000038","510","unknown","1470.0","124610.0","Friday","20150908"
"089-1000017","089-1000028","100","unknown","100.0","44016.0","Tuesday","20150912"
"089-1000017","089-1000002","433","AIS","433.0","111245.0","Friday","20150901"
"089-1000017","089-1000072","505","unknown","505.0","33037.0","Saturday","20150923"
"089-1000017","089-1000058","422","unknown","422.0","234017.0","Wednesday","20150927"
"089-1000017","089-1000100","585","unknown","585.0","184515.0","Tuesday","20150912"
"089-1000017","089-1000035","46","unknown","46.0","11731.0","Thursday","20150907"
"089-1000017","089-1000063","413","unknown","413.0","101525.0","Saturday","20150923"
"089-1000017","089-1000021","127","unknown","127.0","152029.0","Saturday","20150930"
"089-1000017","089-1000006","248","AIS","248.0","52657.0","Saturday","20150916"
"089-1000017","089-1000020","375","AIS","375.0","145556.0","Thursday","20150928"
